Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year,Working capital,Current ratio,Quick ratio,Accounts receivable turnover,Average days to collect receivables,Inventory turnover,Average days to collect inventory,Debt to assets,Debt to equity,Number of times interest is earned,Net margin (or return on sales),Asset turnover ratio,Return on investment,Return on equity,Earnings per share,Book value per share,Price-Earnings (P/E) ratio,Dividend yield
VHI,2019,0,10.8222,74.895,28.6289,12578,"5430 LBJ Freeway, Suite 1700",75240-2620,Dallas,0,0,1,0,0,0,0,2810,VALHI INC,59255,USA,1425.4,2794.4,523.8,522.1,29.1,322.5,1814.3,592,667.3,1.2,329.2,640,1406.1,0,27.2,140.4,0.14,49.2,49.2,1897.5,41.6,342.2,822.7,1.87,328,2709.6,351.3,515.8,635.4,1152.5,342.1,1102.9,4.419844961,2.731472868,5.586633299,65.3345191,2.709509587,134.7107247,0.649262811,2.83484375,3.375,0.025928854,0.689498547,0.017877907,0.077152266,0.14377557,-0.079777908,13.00638211,14.54545455
OSIS,2019,0,12.0617,84.407,32.2201,65607,12525 Chadron Avenue,90250,Hawthorne,0,0,1,0,0,0,0,3844,OSI SYSTEMS INC,1039065,USA,640.899,1264.864,96.316,273.711,0,382.008,713.137,127.385,0,15.064,238.44,551.727,695.287,0,0,111.183,3.58,64.796,64.796,1182.115,21.603,18.167,258.556,112.63,223.38,1255.69,200.25,313.55,489.44,627.88,18.03,258.891,1.677710938,0.836872526,5.580884262,65.40182216,2.367897749,154.1451695,0.563805279,1.292554107,5.146646299,0.054813618,0.937980301,0.051414094,0.124468025,3.56668685,30.36973634,31.57832598,0
TECH,2019,15.645,12.8476,87.477,38.7184,15414,614 McKinley Place N.E.,55413,Minneapolis,0,0,1,0,0,0,0,2836,BIO-TECHNE CORP,842023,USA,412.607,1884.41,100.886,91.05,65.147,101.985,718.821,154.039,0,0.98,137.466,1165.589,187.744,0,48.366,149.375,2.54,96.072,95.967,714.006,21.705,37.934,505.16,208.49,136.49,1593.2,119.46,85.65,1079.06,167.99,37.61,310.622,4.045761632,2.966308771,5.579261575,65.4208438,2.12500283,171.7644772,0.381456795,0.616701942,6.882054826,0.134553491,0.410630289,0.055251739,0.085600911,2.532609269,30.72676227,82.32221313,0.231982349
TSE,2020,55.995,29.5345,90.548,58.7365,187551,"1000 Chesterbrook Boulevard, Suite 300",19312,Berwyn,0,0,1,0,0,0,0,2821,TRINSEO PLC,1519061,IRL,1517.1,2845.2,588.7,384.1,1.2,533.3,2254.9,679.7,0,5.8,529.2,590.3,2598.8,0,49.7,110.2,0.2,7.9,7.9,3035.5,45.7,38.4,1252.5,51.21,523.4,2758.8,565.5,438.2,668.9,3317,39,983.8,2.844740296,2.087567973,5.575351272,65.46672706,6.320807491,57.74578652,0.792527766,3.819922074,2.411378556,0.002602537,1.083333333,0.002819415,0.012547649,0.205729167,15.37239583,248.9194937,0.970513572
RBC,2019,0,9.1596,87.477,32.2805,164557,"One Tribology Center, 102 Willenbrock Road",6478,Oxford,0,0,1,0,0,0,0,3562,RBC BEARINGS INC,1324948,USA,612.006,1321.912,103.255,367.494,0,103.755,203.913,248.799,0,1.627,131.599,1117.999,416.182,0,0,157.031,5.12,126.036,126.036,727.461,1.885,25.042,52.116,112.79,129.97,1147.37,131.2,335,968.57,405.87,24.85,508.251,5.898568744,2.247862754,5.570785312,65.52038529,1.184869906,308.0506966,0.154256108,0.18239104,83.30557029,0.173254649,0.589208523,0.102083116,0.120806932,5.032984586,44.64495647,22.41016202,0
AMKR,2020,25.823,14.3894,91.24,43.8789,110039,2045 East Innovation Circle,85284,Tempe,0,0,1,0,0,0,0,3674,AMKOR TECHNOLOGY INC,1047127,USA,2132.932,5022.311,698.002,297.293,134.776,1315.987,2668.352,2713.238,0,0,962.643,2325.699,3640.005,0,9.713,475.251,1.4,338.138,338.138,5050.589,64.168,242.829,1089.759,15.08,962.64,4695.62,850.75,220.6,1963.74,2881.2,240.81,816.945,1.620785008,1.364315149,5.570328501,65.52575848,14.05697702,25.96575348,0.531299635,1.147333339,7.406355193,0.066950211,1.039437098,0.069590533,0.15766071,1.392494307,9.577517512,10.82948772,0.644098143
MSI,2020,51.646,40.3869,93.739,61.9656,7585,"500 West Monroe Street, Suite 4400",60661,Chicago,0,0,1,0,0,0,0,3663,MOTOROLA SOLUTIONS INC,68505,USA,4327,10876,1254,1441,0,3489,11417,1490,0,75,1390,-558,3576,0,449,1450,5.58,949,949,7414,233,169.4,5703,170.06,1315,10642,1349,1493,-700,3753,170.5,838,1.240183434,0.73631413,5.566066066,65.57593742,2.437627812,149.7357383,1.049742552,-20.46057348,6.223175966,0.128001079,0.6890975,0.088205224,-1.508744038,5.602125148,-3.293978749,30.3563372,2.64024462
NC,2019,0,13.1499,86.093,33.1456,7938,"5875 Landerbrook Drive, Suite 220",44124-4069,Cleveland,1,0,0,0,0,0,0,1221,NACCO INDUSTRIES -CL A,789933,USA,200.668,444.773,122.892,40.465,0,61.966,155.381,149.459,0,0,21.855,289.392,93.625,0,5.132,-25.269,5.68,39.632,39.632,140.99,0.872,6.966,38.709,46.83,21.86,376.99,28.82,31.21,250.7,91.18,6.92,138.702,3.238356518,2.335910015,5.563930545,65.60110646,2.61248692,139.7136182,0.349348994,0.536922237,-28.97821101,0.28109795,0.343140297,0.096456034,0.146760182,5.689348263,41.54349699,8.231171276,0.109587871
IART,2019,0.755,12.5756,84.287,32.6024,61181,1100 Campus Road,8540,Princeton,0,0,1,0,0,0,0,3842,INTEGRA LIFESCIENCES HOLDNGS,917520,USA,858.168,3303.24,198.911,316.054,0,331.309,1886.504,431.934,0,4.303,283.976,1416.736,445.28,0,0,260.867,0.59,50.201,50.201,1517.557,57.057,85.87,1457.818,58.28,279.67,3107.89,266.21,280.35,1375.8,442.39,85.16,526.859,2.590234494,1.444524598,5.560038836,65.64702347,1.493216008,244.4388475,0.571107155,1.331584713,4.572041993,0.033080141,0.473413267,0.015660578,0.035953699,0.58461628,16.49861418,99.68932093,0
DD,2020,69.526,39.6614,93.739,67.6793,4060,"Building 730, 974 Centre Road",19805,Wilmington,0,0,1,0,0,0,0,2860,DUPONT DE NEMOURS INC,1666700,USA,10877,70904,2544,3726,25,4699,31834,10622,0,41,3551,38504,12547,0,882,1661,-4.01,-2951,-2951,20397,767,734.204,22453,71.11,3510,69396,3828,4319,40987,13040,738.57,6178,2.314747819,1.293679506,5.559280458,65.65597882,3.119204475,117.017016,0.44897326,0.826771245,2.165580183,-0.144678139,0.290762651,-0.042066999,-0.074247399,-4.019318881,52.44319018,-17.69205233,12.4033188
VSTO,2019,17.668,16.052,72.456,35.4391,22653,1 Vista Way,55303,Anoka,0,0,1,0,0,0,0,3480,VISTA OUTDOOR INC,1616318,USA,709.011,1391.289,31.375,331.293,0,246.701,948.784,253.757,0,14.76,321.143,442.505,1327.727,0,0,46.124,-2.68,-155.079,-155.079,1755.871,34.564,58.039,596.324,8.8,306.38,1738.02,325.36,344.49,609.04,1549.43,57.71,462.31,2.873968894,1.369098625,5.558840662,65.66117329,3.929447767,92.8883705,0.681946023,2.144120405,1.334452031,-0.08832027,1.122210047,-0.099113894,-0.294954567,-2.671979186,7.624269887,-3.293438828,0
ITRI,2019,34.28,10.006,84.979,43.1446,29133,2111 North Molter Road,99019,Liberty Lake,0,0,1,0,0,0,0,3824,ITRON INC,780571,USA,997.251,2707.841,149.904,227.896,0,671.391,1907.026,313.001,0,3.064,472.925,776.538,1700.037,0,0,168.079,1.24,49.006,49.006,2502.47,54.085,39.941,1018.45,83.95,469.86,2608.98,430.83,220.67,712.66,1595.01,39.5,325.86,1.485350563,0.92310591,5.556784243,65.68547275,7.579874534,48.15383136,0.704260701,2.455805125,3.107682352,0.019583052,0.9413407,0.018434324,0.065815291,1.226959766,19.44212714,68.42115149,0
ETN,2020,43.189,27.2672,93.739,54.7832,4199,"Eaton House, 30 Pembroke Road",D04 Y0C2,Dublin,0,0,1,0,0,0,0,3620,EATON CORP PLC,1551182,IRL,9178,31824,438,2109,664,5881,16851,3392,0,48,2994,14930,11658,0,1175,1824,3.51,1410,1410,17858,149,398.1,8499,120.14,2946,32805,3489,2805,16082,13519,413.3,3297,1.560618942,0.688318313,5.55027195,65.7625434,4.744810745,76.92614514,0.529506033,1.128667113,12.24161074,0.07895621,0.552631172,0.043633663,0.090932542,3.541823662,37.50313991,33.92037872,9.780256368
AMR,2020,0.423,12.5756,83.022,32.0692,27841,340 Martin Luther King Jr. Boulevard,37620,Bristol,1,0,0,0,0,0,0,1220,ALPHA METALLURGICAL RESOURCE,1704715,USA,510.135,1680.089,139.227,108.051,9.358,259.054,1479.987,832.541,0,0.293,223.48,200.102,1281.011,0,0,-96.842,-24.42,-446.899,-446.899,1416.187,74.528,18.3,588.198,11.37,223.19,2302.82,287.51,162.66,696.12,1984.88,18.2,251.081,1.969222633,1.435113914,5.546062267,65.8124598,9.464048376,38.56700489,0.880897976,7.396162957,-1.299404251,-0.315564964,0.711131989,-0.224408341,-0.997295313,-24.42071038,10.93453552,-0.465588422,0
DHR,2020,15.615,19.9819,84.979,40.2475,3735,"2200 Pennsylvania Avenue, NW, Suite 800W",20037-1701,Washington,0,0,1,0,0,0,0,3826,DANAHER CORP,313616,USA,13802,76161,6035,2292,0,7402,36384,4204,3268,132,4810,39766,7577,136,645,4769,4.97,3646,3510,22284,275,711,22178,222.14,4678,62081.6,3360.7,1628.3,30270.6,6737.9,695.5,6400,1.864631181,1.447311537,5.544180029,65.834803,3.865520496,94.42454138,0.47772482,0.914952472,17.34181818,0.16361515,0.32238977,0.052747851,0.10411699,5.127988748,51.33333333,43.31912781,2.903574322
CBT,2020,60.495,39.1475,90.548,63.4343,2593,"Two Seaport Lane, Suite 1400",02210-2019,Boston,0,0,1,0,0,0,0,2890,CABOT CORP,16040,USA,978,2781,151,359,0,529,1967,1412,0,2,418,691,1950,0,80,220,-4.21,-238,-238,2614,55,56.467,1205,36.03,416,3004,527,466,998,2495,57.08,449,1.848771267,1.071833648,5.544008484,65.83684009,4.727272727,77.21153846,0.707299533,2.846599132,4,-0.091048202,0.903716508,-0.082281763,-0.281823564,-4.214851152,12.23723591,-8.54834458,2.220371912
CSWI,2019,14.376,15.4172,84.979,38.3161,24601,"5420 Lyndon B. Johnson Freeway, Suite 500",75240,Dallas,0,0,1,0,0,0,0,2800,CSW INDUSTRIALS INC,1624794,USA,150.045,369.245,18.338,53.753,0,59.146,92.504,73.561,0,1.17,74.88,276.741,196.097,0,8.182,66.442,3.05,45.878,45.878,385.871,1.331,14.744,29.133,64.85,73.71,352.63,65.55,51.43,263.69,179.09,15.04,90.899,2.536857945,1.556284449,5.541734884,65.86385087,3.728682392,97.88980709,0.250522011,0.334261999,49.918858,0.118894657,1.069079827,0.127107879,0.169783007,3.111638633,18.76973684,20.84110903,0.12616808
EAF,2020,37.27,23.2769,84.287,48.3251,61153,982 Keynote Circle,44131,Brooklyn Heights,0,0,1,0,0,0,0,3620,GRAFTECH INTERNATIONAL LTD,931148,USA,629.167,1432.712,145.442,277.789,0,198.093,1762.097,513.381,0,8.243,194.813,-329.385,500.901,0,30.875,588.609,1.62,434.374,434.374,1224.361,89.745,267.189,1427.428,10.66,186.57,1526.16,255.47,326.39,-691.07,688.57,270.49,431.074,3.176119298,1.676041051,5.539593702,65.88930879,1.658121186,220.1286631,1.229903149,-5.349657695,6.558682935,0.354776083,0.827586323,0.293607834,-0.851333964,1.625718125,-1.232779044,6.557102267,2.896341463
VHI,2020,0,10.8222,74.895,28.6289,12578,"5430 LBJ Freeway, Suite 1700",75240-2620,Dallas,0,0,1,0,0,0,0,2810,VALHI INC,59255,USA,1453.4,2889.3,518.6,538.2,18.3,318.1,1882.4,616.5,0,1.9,342.3,682.5,1369.1,0,13.6,128.5,1.94,55.2,55.2,1849.7,37,28.5,814.1,15.2,340.4,2794.4,328,522.1,640,1406.1,342.2,1135.3,4.569003458,2.757937755,5.534709755,65.94745094,2.582476658,141.3371923,0.651507286,2.758095238,3.472972973,0.029842677,0.650878829,0.019423967,0.083478261,1.936842105,23.94736842,7.847826087,0.894736842
IESC,2019,0,4.4438,83.594,29.4135,66371,"5433 Westheimer Road, Suite 500",77056,Houston,0,1,0,0,0,0,0,1731,IES HOLDINGS INC,1048268,USA,296.455,445.258,18.934,51.403,0,193.472,195.716,25.746,0,1.184,215.493,246.248,885.336,0,0,42.328,1.56,33.206,32.95,1076.996,1.857,21.165,0.299,20.59,214.31,421.99,175.02,52.41,220.41,716.11,21.21,102.983,1.53228891,1.20556463,5.532561066,65.97306304,17.05636096,21.39964093,0.439556392,0.794792242,22.79375337,0.030832055,2.483709389,0.076577865,0.142314072,1.568910938,11.6346799,13.12375324,0
THRM,2019,28.39,17.8658,84.979,43.7984,28408,21680 Haggerty Road,48167,Northville,0,0,1,0,0,0,0,3714,GENTHERM INC,903129,USA,373.863,727.386,50.443,118.479,2.505,156.704,254.736,172.192,0,1.193,186.73,472.65,639.642,0,0,97.503,1.13,37.506,37.506,971.684,4.763,32.674,91.961,44.39,185.54,803.05,166.01,112.54,479.7,693.33,33.86,217.159,2.385791046,1.52188202,5.527998862,66.02750997,5.537570503,65.91338202,0.350207455,0.538952713,20.47092169,0.038598968,1.269813308,0.049013484,0.07876516,1.147885169,14.46563016,38.67111555,0
UIS,2019,6.403,17.5635,87.477,37.2095,2504,"801 Lakeview Drive, Suite 100",19422,Blue Bell,0,0,0,0,0,0,1,7373,UNISYS CORP,746838,USA,1221.3,2504,538.8,20.7,0,927.3,3732.3,251.5,0,11.8,548,-1265.4,2187.7,0,0,249.4,-0.31,-17.2,-17.2,2931.2,68.7,62.4,733.2,11.86,536.2,2457.6,525.2,27.3,-1343.5,2023.3,51.1,294,1.317049499,1.159279629,5.523271151,66.08402702,91.15416667,4.00420533,1.490535144,-2.949502134,3.630276565,-0.005867904,1.181554337,-0.006933247,0.013185634,-0.275641026,-20.27884615,-43.02697674,0
CRC,2020,26.971,46.3724,84.979,52.8116,21431,"27200 Tourney Road, Suite 200",91355,Santa Clarita,1,0,0,0,0,0,0,1311,CALIFORNIA RESOURCES CORP,1609253,USA,329,3074,28,61,0,473,1892,2693,0,0,219,1138,2531,0,0,-1825,22.59,1766,1882,1559,225,83.321,639,23.59,219,6958,347,67,-389,1415,49.18,-144,0.695560254,0.522198732,5.508833922,66.25721616,39.546875,9.229553536,0.61548471,1.662565905,-8.111111111,1.132777421,0.310805423,0.352073365,4.715620828,21.19513688,13.65802139,1.112991161,0
MRVL,2019,39.021,12.8476,87.477,46.5044,137310,"1000 North West Street, Suite 1200",19801,Wilmington,0,0,1,0,0,0,0,3674,MARVELL TECHNOLOGY INC,1835632,USA,1537.497,11133.235,647.604,322.98,0,710.166,2454.655,467.999,0,2.126,492.346,8678.58,764.062,0,159.573,-68.393,2.38,1584.391,1584.391,2699.161,83.552,663.481,1583.464,24.04,490.22,10016.75,490.49,276.01,7306.41,879.21,658.51,827.331,2.164982553,1.602194417,5.50450388,66.30933649,2.551167799,143.0717337,0.220479941,0.282840626,-0.818568077,0.586993884,0.255239992,0.149824314,0.198234844,2.387997546,13.08037457,10.06701202,6.63781198
COHR,2020,0.332,12.5756,87.477,33.5278,14561,375 Saxonburg Boulevard,16056-9499,Saxonburg,0,0,1,0,0,0,0,3827,COHERENT CORP,820318,USA,1788.969,5234.714,493.046,619.81,0,672.893,3157.911,1214.772,0,1.698,598.124,2076.803,1316.131,0,0,199.192,-0.79,-67.029,-67.029,2380.071,87.754,92.56,2374.677,47.22,596.43,1953.77,268.35,296.28,1133.21,748.78,63.71,1116.076,2.658623288,1.619086541,5.504454312,66.30993361,2.873366154,127.0287114,0.60326333,1.520563578,2.269890831,-0.028162605,0.662189969,-0.018648995,-0.041762448,-0.724168107,22.43737035,-65.20585418,0
NBR,2019,4.47,24.1536,93.046,40.6197,1661,"Crown House, Second Floor, 4 Par-la-Ville Road",HM 08,Hamilton,1,0,0,0,0,0,0,1381,NABORS INDUSTRIES LTD,1163739,BMU,1248.666,6760.658,435.99,176.341,16.506,656.548,4285.101,4977.196,0.006,61.782,453.042,1982.811,1929.331,17.244,32.197,-76.355,-2.11,-702.885,-741.122,3043.383,205.811,363.398,3380.095,2.88,391.26,7853.94,715.11,165.59,2700.85,1976.97,356.85,592.118,1.901865515,1.285139853,5.501564576,66.34476338,11.28491421,32.34406512,0.633828985,2.161124283,-0.370995719,-0.230955157,0.416485353,-0.09618944,-0.300143413,-1.934201619,5.456290348,-1.488986449,11.17951389
VVI,2020,0,12.5756,84.979,32.5822,160785,7000 East 1st Avenue,85251-4304,Scottsdale,0,0,0,0,0,0,1,7389,VIAD CORP,884219,USA,91.257,853.224,39.545,8.727,2.426,97.733,545.131,574.893,128.769,5.31,18.174,224.724,473.348,3.006,5.044,-119.306,-18.64,-374.094,-378.026,415.435,18.264,20.46,379.538,36.17,12.86,1318.69,138.3,17.27,467.5,1223.88,20.35,-6.476,0.933737837,0.561069444,5.496626092,66.40437132,36.41558641,10.02318062,0.638907251,2.425780068,-6.532303986,-0.900487441,0.382551979,-0.344483253,-1.080846662,-18.28416422,4.689882698,-1.978214566,0.139452585
CPRT,2019,0,11.7291,83.022,31.6467,29901,"14185 Dallas Parkway, Suite 300",75254,Dallas,0,0,0,0,1,0,0,5010,COPART INC,900075,USA,687.167,2547.617,186.319,20.941,0,282.004,769.236,1427.726,0,4.942,386.791,1778.381,1080.448,0,0,716.475,2.57,591.693,591.693,2041.957,19.81,229.79,401.229,77.53,381.85,2307.7,361.47,16.73,1581.1,906.4,233.9,405.163,2.436727848,2.014751564,5.494153258,66.4342589,57.36232115,6.363061897,0.301943345,0.432548481,36.16733973,0.28976761,0.841122011,0.243729915,0.352252625,2.574929283,7.739157492,30.10956476,0
DXCM,2020,0,12.5756,84.979,32.5822,162887,6340 Sequence Drive,92121,San Diego,0,0,1,0,0,0,0,3845,DEXCOM INC,1093557,USA,3424.8,4290.5,817.6,234.7,1890.1,614.1,2464,608.6,0,7.2,428.5,1826.5,572.2,0,0,317.1,5.23,493.6,493.6,1926.7,84.7,96.1,1848.3,369.72,421.3,2395,280.5,119.8,882.6,495.8,91.6,2810.7,5.576941866,5.095261358,5.490738102,66.47558001,3.228208745,113.0657987,0.574292041,1.349028196,3.743801653,0.256189339,0.576381722,0.147662852,0.364401462,5.136316337,19.0062435,71.98154781,0
PTEN,2019,2.416,14.2382,84.979,33.9402,29108,"10713 West Sam Houston Parkway North, Suite 800",77064,Houston,1,0,0,0,0,0,0,1381,PATTERSON-UTI ENERGY INC,889900,USA,631.815,4439.615,174.185,36.357,0,400.602,1605.995,3337.952,0,6.516,346.096,2833.62,1761.316,0,32.428,-431.5,-2.1,-425.703,-425.703,2470.685,50.552,192.036,1003.119,10.5,339.58,5469.87,560.62,65.58,3505.42,2402.49,213.61,231.213,1.577163868,1.282482364,5.489191291,66.49431231,34.55695184,10.56227417,0.361741953,0.566764421,-8.535765153,-0.172301609,0.498650535,-0.085918289,-0.134311505,-2.216787477,14.75567081,-4.736583956,3.088380952
DFIN,2019,0,10.006,84.979,31.7272,27803,35 West Wacker Drive,60601-4301,Chicago,0,0,0,0,0,0,1,7370,DONNELLEY FINANCIAL SOLTNS,1669811,USA,211.2,886.9,17.2,11.1,0,179.5,618.3,98.2,0,7.7,161.4,268.6,542.4,0,0,77,1.1,37.6,37.6,874.7,34.3,34.2,376.5,10.47,153.7,868.7,165,12.1,226,587.3,34.1,31.7,1.176601671,0.952089136,5.489174773,66.4945124,46.75862069,7.806047198,0.697147367,2.301935964,2.244897959,0.042986167,0.996468444,0.042834359,0.152042054,1.099415205,7.85380117,9.523244681,0
AAPL,2019,46.33,21.1306,93.739,53.7873,1690,One Apple Park Way,95014,Cupertino,0,0,1,0,0,0,0,3663,APPLE INC,320193,USA,162819,338516,48844,4106,51736,105718,248028,37378,0,0,45804,90488,150482,0,14129,63930,11.97,55256,55256,260174,3576,4443.236,102067,223.97,45804,365725,48995,3956,107147,154456,4754.99,57101,1.540125617,1.384664863,5.488960854,66.49710386,37.33118333,9.777348786,0.732692103,2.741004332,17.87751678,0.212380945,0.738877742,0.156923553,0.559172211,12.43598134,20.36533734,18.00983725,63.08434165
TTWO,2019,0,12.1221,84.979,32.4313,64630,110 West 44th Street,10036,New York,0,0,0,0,0,0,1,7372,TAKE-TWO INTERACTIVE SFTWR,946581,USA,3493.351,4948.832,1357.664,19.108,1190.607,2038.539,2409.588,286.172,0,0.443,674.18,2539.244,1360.2,0,0,425.717,3.58,404.459,404.459,3088.97,2.637,113.506,177.246,118.61,673.74,4243.07,452.38,28.2,2040.58,1506.71,112.18,1454.812,1.71365424,1.580547637,5.486040564,66.53250112,57.50401623,6.347382738,0.486900343,0.948939133,161.4398938,0.130936526,0.672106818,0.088003332,0.176626438,3.563327049,22.37101122,33.28630754,0
CR,2019,27.122,19.1959,87.477,44.6535,3580,100 First Stamford Place,6902,Stamford,0,0,1,0,0,0,0,3490,CRANE HOLDINGS CO,1912291,USA,1499.9,4423.7,393.9,457.3,0,916.7,2947.4,728.9,0,7.2,625,1473.7,1992.5,0,93.2,493.8,2.23,133.3,133.3,3283.1,46.8,59.002,957.5,86.38,617.8,4042.7,579.1,411.5,1524.2,2029.9,59.51,583.2,1.636195047,1.103632595,5.486005514,66.5329262,4.586786372,79.57641154,0.666274838,2,10.55128205,0.04060187,0.77555986,0.031489181,0.088928917,2.259245449,24.97711942,38.2340042,1.078953461
PLPC,2020,0,9.6131,75.015,28.2668,19305,660 Beta Drive,44143,Mayfield,0,0,1,0,0,0,0,3640,PREFORMED LINE PRODUCTS CO,80035,USA,256.314,461.087,45.175,97.537,0,103.774,169.018,139.104,0,2.848,92.686,292.078,298.736,0,3.912,44.116,6.05,29.803,29.803,466.449,2.396,4.902,49.532,68.44,89.84,433.57,80.29,95.72,268.54,290.47,4.99,152.54,2.469925029,1.30102916,5.483442074,66.56402951,3.09159306,118.06211,0.366564228,0.57867419,18.41235392,0.063893373,1.042743755,0.066624416,0.106321952,6.079763362,59.58343533,11.25701708,0.057159556
CHRD,2019,2.416,13.2104,84.979,33.5982,184442,"1001 Fannin Street, Suite 1500",77002,Houston,1,0,0,0,0,0,0,1311,CHORD ENERGY CORP,1486159,USA,437.351,7499.253,20.019,35.259,0,602.883,3662.172,7002.576,0,1.259,371.181,3636.138,969.27,0,0,182.662,-0.41,-128.243,-128.243,2071.744,188.187,321.231,2742.041,3.26,369.92,7626.14,386.08,33.13,3734.58,1445.62,318.38,-165.532,0.72543263,0.646793822,5.480804233,66.59606592,28.3457866,12.87669328,0.488338238,1.007159794,0.970640905,-0.061900988,0.273942502,-0.016957311,-0.034797967,-0.399223612,11.31938698,-8.165849676,0
TMO,2019,34.672,30.0181,87.477,50.7695,10530,168 Third Avenue,2451,Waltham,0,0,1,0,0,0,0,3826,THERMO FISHER SCIENTIFIC INC,97745,USA,11893,58381,2399,3370,21,6197,28706,5448,0,102,4952,29675,13131,0,304,4259,9.24,3696,3696,25542,676,398.74,18490,324.87,4850,56232,4478,3005,27586,12442,402.12,5696,1.91915443,1.173148298,5.476415094,66.64944014,4.119529412,88.60235321,0.491701067,0.967346251,6.300295858,0.144702842,0.445708602,0.064495302,0.1290931,9.269197974,74.42192908,35.04833977,0.935758919
JNPR,2019,30.686,34.4921,87.477,50.9305,121718,1133 Innovation Way,94089,Sunnyvale,0,0,1,0,0,0,0,3576,JUNIPER NETWORKS INC,1043604,USA,3209.8,8837.7,1215.8,90.6,802.6,1543.9,4227.1,1000.6,0,5.5,879.7,4610.6,1613.8,0,260.1,496,1.01,345,345,4445.4,88.7,335.9,1884.3,24.63,874.2,9363.3,749.7,80.6,4823.2,1697.9,346.4,1665.9,2.079020662,1.873566941,5.47496767,66.66706033,18.85280374,19.36051555,0.478303178,0.916822106,5.591882751,0.077608314,0.488478655,0.037910005,0.073141258,1.027091396,13.72610896,23.98033913,10.56029233
HELE,2019,0,12.0617,84.979,32.4112,5572,1 Helen of Troy Plaza,79912,El Paso,0,0,1,0,0,0,0,3634,HELEN OF TROY LTD,916789,BMU,682.836,1903.883,24.467,256.311,0,338.896,742.16,164.752,0,1.461,348.023,1161.723,968.666,0,0,225.11,6.06,152.333,152.333,1707.432,12.705,25.194,383.807,164.6,346.56,1649.54,278.25,302.34,996.64,918.95,24.95,343.94,2.014883622,1.094816699,5.465443895,66.78323061,3.467875292,105.2517663,0.38981387,0.6388442,17.71822117,0.089217609,0.961006894,0.085738737,0.141156052,6.046399936,46.11109788,27.22281055,0
PPG,2019,56.78,33.6155,87.477,59.33,8247,One PPG Place,15272,Pittsburgh,0,0,1,0,0,0,0,2851,PPG INDUSTRIES INC,79879,USA,6170,17708,1216,1710,62,4375,12305,3765,0,22,2756,5284,8653,0,468,1954,5.25,1243,1243,15154,138,235.68,5834,133.49,2734,16015,2821,1783,4630,9001,235.86,1795,1.410285714,0.917028571,5.455985599,66.89900356,4.954480389,73.67069225,0.694883668,2.328728236,14.15942029,0.082024548,0.898733802,0.073718234,0.250756506,5.274100475,22.42023082,25.31047723,3.50588059
ULH,2020,0.332,8.948,74.202,27.8845,162338,12755 East Nine Mile Road,48089,Warren,0,0,0,1,0,0,0,4210,UNIVERSAL LOGISTICS HLDGS,1308208,USA,321.524,1063.049,8.763,8.276,6.534,272.807,823.476,462.615,0,5.14,285.32,239.573,1157.403,0,5.693,80.859,1.78,48.132,48.132,1391.083,14.626,26.913,560.133,20.59,280.18,988,229.92,7.16,205.22,1248.73,27.28,48.717,1.178576796,1.083099041,5.454158008,66.92142022,149.9615185,2.433957749,0.774635976,3.437265468,5.5284425,0.03460038,1.356460036,0.046934032,0.216424269,1.788429384,8.901757515,11.51289516,0.276493443
NTRA,2019,14.376,12.9081,75.948,34.4633,24176,"13011 McCallen Pass Building A, Suite 100",78753,San Carlos,0,0,0,0,0,0,1,8071,NATERA INC,1604821,USA,523.167,582.656,61.926,12.394,379.12,179.874,303.945,47.013,0,2.919,53.351,278.711,167.74,0,0,-130.675,-1.79,-124.827,-124.827,302.328,10.693,78.005,105.692,33.69,50.43,268.17,60.44,13.63,32.16,158.55,62.08,343.293,2.908519297,2.732345976,5.453738613,66.92656651,12.89117737,28.31393824,0.521654287,1.090538228,-12.22061162,-0.412886005,0.710669397,-0.293425448,-0.803079091,-1.600243574,3.572988911,-21.05304501,0
NWL,2020,18.182,18.2588,87.477,41.364,7875,6655 Peachtree Dunwoody Road,30328,Atlanta,0,0,1,0,0,0,0,3990,NEWELL BRANDS INC,814453,USA,4628,14700,981,1638,40,3621,10800,1706,0,36,1678,3874,5943,0,392,915,-1.82,-770,-770,9385,274,424.4,6208,21.23,1642,15642,1812.8,1606.7,4963.3,6013.8,423.5,1007,1.278099972,0.735432201,5.433020725,67.18177944,3.663204611,99.63953391,0.734693878,2.787816211,3.339416058,-0.082045818,0.618614462,-0.050754729,-0.174261369,-1.814326107,9.128180961,-11.70131429,18.46443712
